rewrite,gentile_h_ville_impr1,gentile_h_ville_impr2,nomcaractère
germagnatis-ou-germanois,"Germagnatis ou Germanois",
aisonvillois-et-bernovillois,"Aisonvillois et Bernovillois",
revillois-et-sauvignat,"Révillois et Sauvignat",
lourouziens-bourbonnais,"Lourouziens Bourbonnais",
saint-pierre-avezien,Saint-Pierre-Avezien,
peillasques-ou-peillois,"Peillasques ou Peillois",
berriassois-et-casteljois,Berriassois-et-Casteljois,
guilherandais-grangeois,Guilherandais-Grangeois,
stephanois-boulonnais,Stéphanois-Boulonnais,
stephanoises-fontbellini,"Stéphanoises Fontbellini",
saint-pierrevillois,Saint-Pierrevillois,
bellevillais-et-chatillonnais,"Bellevillais et Chatillonnais",
saint-germainmontois,Saint-Germainmontois,
saint-pierrais-a-arne,Saint-Pierrais-à-Arne,
signaciens-montlibertois,Signaciens-Montlibertois,
sorcy-bauthemontais,Sorcy-Bauthémontais,
castelnau-durbannais,Castelnau-Durbannais,
mercusiens-garrabetois,Mercusiens-Garrabetois,
doubet-talibautiers,Doubet-Talibautiers,
bernagoles-et-latounai,Bernagoles-et-Latounai,
saint-christophorois,Saint-Christophorois,
saint-jeantais-et-saint-paulais,"Saint-Jeantais et Saint-Paulais",
saint-symphorienois,Saint-Symphoriénois,
beaufourquais-druvalais,Beaufourquais-Druvalais,
feuguerollaises-bulli,Feuguerollaises-Bulli,
mesnil-villementais,Mesnil-Villementais,
mervillais-francevillais,"Mervillais Francevillais",
mezidonnais-et-canonais,"Mézidonnais et Canonais",
saint-martindonnais,Saint-Martindonnais,
stephano-carladesien,Stéphano-Carladésien,
louzacaises-andresi,"Louzacaises Andrési",
saint-christophorien,Saint-Christophorien,
hiersois-et-brouageais,"Hiersois et Brouageais",
saint-justais-et-luzacais,"Saint-Justais et Luzacais",
jugealiennes-nazare,Jugealiennes-Nazaré,
monestier-merlinois,Monestier-Merlinois,
saint-pantaleonnais,Saint-Pantaléonnais,
bastilcacci-ou-bastelicacciais,"Bastilcacci ou Bastelicacciais",
belvederais-campomorais,Belvederais-Campomorais,
montignarmanconnais,Montignarmanconnais,,19
plessix-balissonnien,Plessix-Balissonnien,
beynacois-et-cazenacois,Beynacois-et-Cazenacois,
champenois-et-fontenois,Champenois-et-Fontenois,
paussacois-et-vivianais,Paussacois-et-Vivianais,
saint-frontais-d-alemps,Saint-Frontais-d'Alemps,
saint-jean-d-eyrois,Saint-Jean-d'Eyrois,
mussidanais-de-saint-medard,"Mussidanais de Saint-Médard",
saint-parduciens-et-vielvicois,Saint-Parduciens-et-Vielvicois,
saint-paul-lizonnois,Saint-Paul-Lizonnois,
remouras-et-bougeonniers,"Remouras et Bougeonniers",
puy-saint-martinois,Puy-Saint-Martinois,
bournainvillais-faverollais,Bournainvillais-Faverollais,
chauvincourtois-provemontois,Chauvincourtois-Provemontois,
flancourtois-catelonnais,Flancourtois-Catelonnais,
graveron-semervillais,Graveron-Sémervillais,
hayais-callevillais,Hayais-Callevillais,
chapelloises-fortini,"Chapelloises Fortini",
moinvilliens-jeuliniste,Moinvilliens-Jeuliniste,
castel-symphorinois,Castel-Symphorinois,
sainte-gemmoises-moronvali,Sainte-Gemmoises-Moronvali,
robiacois-et-rochessadoulois,"Robiacois et Rochessadoulois",
