rewrite,nom_ville_impr1,nom_ville_impr2,nomcaractère
ambarrois,Ambérieu-en-Bugey,
ambarrois,Ambérieux-en-Dombes,
ambleonais,Ambléon,
ambrunois,Ambronay,
butrian,Ambutrix,
clafordan,Anglefort,
marrane,Apremont,
randaoillard,Aranc,
arandassien,Arandas,
arbanais,Arbent,
arbignolan,Arbignieu,
arbigneron,Arbigny,
argissien,Argis,
armixois,Armix,
arsois,Ars-sur-Formans,
artemarien,Artemare,
asnierois,Asnières-sur-Saône,
attignatis,Attignat,
bagesien,Bâgé-la-Ville,
bagesien,Bâgé-le-Châtel,
balanais,Balan,
athanien,Baneins,
beaupontois,Beaupont,
beauregardien,Beauregard,
belignard,Béligneux,
bellegardien,Bellegarde-sur-Valserine,
belleysan,Belley,
belleydousan,Belleydoux,
renouillus,Bellignat,
belmontais,Belmont-Luthézieu,
benoncard,Bénonces,
beneen,Bény,
beonais,Béon,
bettaniers,Bettant,
begien,Bey,
beynolan,Beynost,
billiatus,Billiat,
birotan,Birieux,
biziatis,Biziat,
blyard,Blyes,
bolozonnais,Bolozon,
boulignard,Bouligneux,
burgien,Bourg-en-Bresse,
bourtoirs,Bourg-Saint-Christophe,
burhin,Boz,
brenazien,Brénaz,
brenodien,Brénod,
breniard,Brens,
bressollands,Bressolles,
brionnais,Brion,
briolands,Briord,
buellassien,Buellas,
ceigneurs,Ceignes,
cerdonnais,Cerdon,
certinois,Certines,
cessien,Cessy,
ceyzeriacois,Ceyzériat,
ceyzeriolan,Ceyzérieu,
chalamontais,Chalamont,
chalinois,Chaleins,
chaleysien,Chaley,
chaleen,Challes-la-Montagne,
challaisien,Challex,
champenois,Champagne-en-Valromey,
cambot,Champdor,
champfromerands,Champfromier,
chanerus,Chanay,
chaneinois,Chaneins,
chanozien,Chanoz-Châtenay,
charian,Charix,
charnozien,Charnoz-sur-Ain,
chateaugaillardan,Château-Gaillard,
chatenaysien,Châtenay,
chatillonnais,Châtillon-en-Michaille,
chatillonnais,Châtillon-la-Palud,
chatillonnais,Châtillon-sur-Chalaronne,
chavannois,Chavannes-sur-Reyssouze,
chavannais,Chavannes-sur-Suran,
bondolan,Chazey-Bons,
chazeyens,Chazey-sur-Ain,
cheignieulat,Cheignieu-la-Balme,
savorays,Chevillard,
chevroutis,Chevroux,
chevryzien,Chevry,
chezerands,Chézery-Forens,
severin,Civrieux,
cizois,Cize,
cleyzolets,Cleyzieu,
